Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
jcbb.blkpk.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
Kbhvter.topiary.cn,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
paypaypsynejpr84j.replit.app,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
www-s.1v5xkl6771d0xr.top,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
zghnbgv.stargirl.cn,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1
llwfsfctfvhbrblzwk.topiary.cn,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
pwqbafkvvntdqjmv.qskrjjh.cn,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
bsblgojlg.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
rrqx.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
my.ts3canbic-toytoa.account-login.boucm.cn,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
VfpEEKv.nbows.cn,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
vpass.vpasoemao.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
my.severs.pscourtart.cn,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
paypaypaynejpwib729.replit.app,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
kflnqj.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
innianbazhanhuaning.ckwtbd.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
emv1.285zb3.shop,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
shdast.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
wmcg.cn,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
caon2imabijcb.cyou,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1
ns2.bpgb.asia,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
exciting-heyrovsky.103-6-168-202.plesk.page,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
1117c4n-xxe-s9.com,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1
psigyc.top,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1
mkct.cn,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
tvpejodaf.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
paidewan.com,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
myjcbssl.vip,0,0,0,2,0,0,0,0,1,0,0,1,1,1,1,1
justpletvbminut.yourtrap.com,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1
uuwypec.sbs,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
dchk.cn,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
wvnynnwsafasushcxydwd.archviz.cn,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
brqkvzfsdygbyatsuqlf.biathlon.cn,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
zatstore.com,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
b9rmbkvhfcvy.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
tdlb.cn,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1
ftmqdhsjhlbjhpk.pemvbi.cn,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
gfeekkeendggg.icu,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
KlQeO.qmigho.cn,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
zwzfgjj.com,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
labandonademonterrey.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
holilmarkoday.itemdb.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1
xwrzcxjucxyqiqnh.biathlon.cn,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
khdwrlqrx.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
BrlEmEYL.topiary.cn,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
hiukl.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
qik10.top,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
denpsm.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
_.ajkszx.com,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1
amronelectric.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
JHTcDXH.qmigho.cn,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
feqts.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
bridgingthegap.cn,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
htl5dzd.duckdns.org,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
memberaifule.com,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1
xjcsti.archviz.cn,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
rhvxgx.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
onmass.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
asdfghjklzxcvbnmqwertyuiopnjkas.com,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
alien9fei99.vip,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
vbsan.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
vbqia.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
constanta.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
blmz.cn,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
wlfb.cn,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
mvlv.cn,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
kcohsjid-dfhdfdf.icu,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
emv1.8rsvid.shop,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
o1ghs.xn--ww-5x3cn06bftf1z8e8x0a.xyz,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1
mytoyota.ts3canbic-accounts-login.heratina.cn,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
my5353.com,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
hzchyc.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
owgknetfw.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
prbulpna.radio.fm,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
techzonesr.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
berggs.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
gflf.cn,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
nxqege.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
afsuiweo-cdkaliue.almostmy.com,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1
o57ix1rni38hbq.com,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
emv1.acidytpru.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
cozo1g0ytolkwn.cc,0,0,1,2,0,0,0,0,0,0,0,1,1,1,1,1
prcdajdeeeeosajksjkakd118283.lmksfqlvde.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
cool4aiful.com,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1
ijvhxk.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
ts3clabwebusury-servicesr.jp.npttjr.cn,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
0xldg5rf.schwenk.cn,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1
hugheslegalservices.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
cplgehngufbws.hucthqg.cn,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
chifeiweiye.com,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1
MvdvU.upfifwx.cn,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1
MwUhvOWpP.happenings.cn,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
jtqaxh.qgqst.xyz,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
uticsl.com,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
mzibxcoss.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
tjcb.cappmall.com,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
shinkansen1jr-centrai-co.jp,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
nskx.cn,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1
jarcdh.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
emv1.danjixian.com,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
theparkhnl.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
ns2.alien9fei22.vip,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
orange102052.studio.site,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1
lgdprw.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
gxwzvh.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
afqwugflx.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
bbbpws.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
yav2hoo.jp,0,0,0,2,0,0,0,0,1,0,0,1,1,1,1,1
knoxlandingapartments.com,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
prcdajdeeeeosajksjkakd118283.alrsfzskwy.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
ftoollgfzxxltznohop.asdfcvsdgfdc.com,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
ns2.jcuotf.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
jh-1991.com,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
qxzgjx.com,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1
vjyenafxb.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
my.ts3canbic-toytoa.account-login.nnjusr.cn,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
smf262.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
jttunyrjwicgvfcidubheq.hucthqg.cn,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
17593501.yigp.cn,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
xkm6om7.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
punkhouserecordshop.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
9p45q9f.duckdns.org,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
egblmwezzapbha.qskrjjh.cn,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
my.ts3canbic-toytoa.account-login.fggnhjy.cn,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
ipmfal.archviz.cn,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
mkyrhrrgmdua.amlabel.cn,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1
logiciel.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
jingrongren.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
kcohsjid-dfhdfdf.icu,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
struggleforsuccess.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
rhgkdy.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
hshqz.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
tpqvq.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
wrlkv.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
gqnkwwaqceeqkflhj.asdfcvsdgfdc.com,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
partyxs.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
xrqtfbu.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
qfdsy.5fb333.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
nfd-mixer.com,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
nozzle.chenkjaeaeioy.com,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
ieewte.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
ggft.cn,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
elzfpctigchoxtce.archviz.cn,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
vwztdheoj.stargirl.cn,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1
zcmk.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
emxyghhccnoorbirlpxalvaq.pemvbi.cn,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
ireqroyt.ne.pw,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
1mafu.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
sdsqzg.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
159-65-143-41.plesk.page,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
index.ekii.glrl.cn,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
nptxvqmey.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
gtdfiq.topiary.cn,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
creditvalleymarathonclub.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
upcxanfnmxus.senhuida.cn,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1
emv1.688171.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
pltylp.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
kucronetkoyamato.top,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
myToyota.ts3canbic-accounts-login.gxzjzg.cn,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
lrpcbmzrrxeuwxoyhinillcwk.aseiouemt.com,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1
2414blue.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
gjlk.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
zlaysjme.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
emv1.xum6f4.shop,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
charlesbkane.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
wtvvdk.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
hsBME.qmigho.cn,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
matriarch.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
xwlh.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
xmiaenvqn.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
rom-ekii.dppw.cn,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
thebeststopsmokingproducts.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
jkfk.cn,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
t.co,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1
orientalexpressfurniture.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
index.ekii.dcnn.cn,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
demo.103-6-168-202.plesk.page,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
grandconduit.com,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
ilogycs.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
dfgjhotel.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
da5988.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
auroraborealis.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
nyawknbhgvxyofxk.rsxihj.cn,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
zfyw.cn,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
ld1rg.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
ppnbpe.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
jozymrgt.ne.pw,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
xvcmnz.cn,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1
ndyst.com,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1
ykwwjnarg.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
ns2.dhxnzzpxpg.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
zzxidovi.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
sxkzqmfzvdplrwpuyiffrsvx.stargirl.cn,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1
siuzyl.top,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1
qa-argo.bpgb.asia,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1
uniquezz.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
hhccieuieeq.bond,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
my5353.com,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
b.bpgb.asia,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
ns2.kdhkchizcaho.com,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
njylbjmhw.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
emv1.5fb333.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
1001jc.win668.cyou,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1
eki-ii.upin.ta31fqelbs.top,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1
ts3clabWeb-Services.ja-jp.dpjsuixy.cn,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
lc6qjhhnq56d.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
xpgftv.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
thevlogkit.com,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1
bxugiw.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
posts.rddrqsskv.co,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1
ybyyy.com,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,1
yulongzg.com,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
cgriop.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
gfft.cn,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
infdjercvighfavrd.biathlon.cn,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
xnzyidmhb.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
sudh8372.cc,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
ekritosakl.cyou,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
fclearningservices.com,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
kklb.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
saisons.by-gold.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
ktajdzyil.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
ngtfwzld.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
fwht.cn,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
shangganba.com,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
ibilvvxny.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
pilot45.com,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
mtohgusauw.stargirl.cn,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1
shinkansen1jr-centrai-co.jp,0,0,0,2,0,0,0,1,1,1,1,1,1,1,1,1
qpwoeif.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
qmdfwg.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
qttwmziyfmkmpnjanneatx.jpapjht.cn,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
nlhzcotn.ne.pw,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
7l1p9v3.jjamyepjcb.info.pl,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1
hwhpwi.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
gjlhndkdp.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
jeedqbtradrevytjd.archviz.cn,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
whiteoaksir.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
csjwnqbbyiaqgjotc.pemvbi.cn,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
kchs.cn,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
zzheqwwn.duckdns.org,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
aage1jxv.marinabay.cn,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1
_.ajkszx.com,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1
s9tx9lsb6.top,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1
fcsqgt.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
zezdda.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
reusable.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
fxqvxc.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
fsbdb.top,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1
myjcbssl.jp.net,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
howi9.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
maffzrblx.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
ekjabrqlzhblixrnb.archviz.cn,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
ruitianjichuang.com.cn,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
aancyohsem.pemvbi.cn,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
hporbm.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
zodmpordmpdflj.senhuida.cn,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1
mynlkedq.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
11ebgfnfn.duckdns.org,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
hnlnnufpq.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
goto.ekii-index.bnfw.cn,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
losingqueen.cn,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
prcdajdeeeeosajksjkakd118283.mcivyowysy.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
ilhatlla.ne.pw,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
njxlzxx.com,0,0,0,2,0,0,1,0,1,1,1,1,1,1,1,1
qoavlwpkwhnhyiczs.stargirl.cn,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1
salfarba.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
kgqplljvh.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
cvysbfc.5fb333.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
saisons.allin1zone.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
cufulj.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
octybcoxzx.pemvbi.cn,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
amexopnfz.jp,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
swarovskischmucksale.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
getyourlifeinsurancequote.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
moscexnvrurlrqv.dgfdsgcvgv.com,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
ns2.ntou649.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
k71geplpcf.aseiouemt.com,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1
aeon.zbafoan.top,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1
eki-ii.vinsa.2c2ec4fma8.top,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1
dhtk.cn,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
thehibachihawaii.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
bytl.cn,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
npwu.cn,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
yxsvhlyrg.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
utjn4n.shop,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
eki-ii.vinsa.crqbin73km.top,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1
mmotl.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
ltsg.cn,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
ljwu.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
asdfghjklzxcvbnmqwertyuiopnjkaq.com,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
ns2.hrvhgq.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
hiugqz.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
adppfigelkfzddbbpqbcrswte.senhuida.cn,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1
yglf.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
zburjzr.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
clearcut.cn,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
wobiaoshiebuxianzhidao.pptwez.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
ks0v9.xn--lt-5x3cn06bftf1z8e8x0a.xyz,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1
gmwrfknuu.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
wpm95s49x.top,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
upsosjcbs.radio.fm,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
slgtdfwbgdap.asdfcvsdgfdc.com,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
test-bi.103-6-168-202.plesk.page,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
integratedsafetysystems.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
zmhzlrueedtf.jxwen.cn,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
squu.cn,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
jkyydnn.cn,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
